Numero de seres
71c 126z 1364p 
70c 126z 1370p 
68c 126z 1373p 
67c 126z 1377p 
67c 126z 1384p 
67c 126z 1384p 
65c 126z 1388p 
64c 126z 1394p 
64c 126z 1397p 
63c 124z 1401p 
63c 124z 1405p 
62c 124z 1408p 
62c 124z 1415p 
61c 124z 1418p 
61c 124z 1421p 
61c 123z 1426p 
60c 121z 1430p 
59c 120z 1438p 
59c 119z 1440p 
59c 119z 1447p 
65c 117z 1450p 
65c 117z 1453p 
64c 117z 1460p 
64c 117z 1462p 
64c 117z 1466p 
63c 117z 1471p 
63c 114z 1474p 
63c 114z 1478p 
63c 114z 1481p 
63c 113z 1483p 
63c 112z 1486p 
63c 108z 1488p 
62c 108z 1494p 
62c 108z 1496p 
61c 107z 1503p 
61c 107z 1503p 
61c 103z 1512p 
61c 103z 1514p 
60c 102z 1518p 
60c 101z 1525p 
60c 101z 1528p 
60c 101z 1530p 
60c 100z 1536p 
60c 100z 1537p 
60c 100z 1544p 
60c 98z 1545p 
60c 97z 1547p 
60c 97z 1550p 
59c 96z 1554p 
58c 95z 1556p 
57c 95z 1560p 
56c 94z 1562p 
56c 92z 1566p 
56c 92z 1568p 
55c 92z 1569p 
55c 92z 1575p 
55c 92z 1575p 
55c 96z 1584p 
55c 96z 1585p 
55c 96z 1589p 
55c 96z 1596p 
54c 94z 1596p 
54c 92z 1599p 
52c 91z 1604p 
52c 91z 1606p 
51c 89z 1613p 
51c 89z 1616p 
51c 89z 1621p 
51c 89z 1625p 
50c 89z 1631p 
50c 88z 1634p 
50c 88z 1638p 
50c 87z 1645p 
49c 87z 1648p 
47c 87z 1650p 
47c 86z 1658p 
47c 86z 1661p 
47c 86z 1663p 
47c 86z 1668p 
46c 84z 1672p 
45c 84z 1674p 
45c 82z 1680p 
44c 81z 1683p 
43c 80z 1690p 
43c 79z 1692p 
43c 78z 1695p 
43c 77z 1702p 
42c 77z 1704p 
42c 77z 1707p 
42c 77z 1711p 
41c 76z 1716p 
41c 75z 1717p 
41c 74z 1723p 
41c 73z 1727p 
41c 73z 1731p 
41c 73z 1737p 
40c 73z 1741p 
40c 72z 1746p 
39c 71z 1750p 
39c 71z 1750p 
39c 71z 1756p 
36c 67z 1765p 
36c 67z 1767p 
34c 63z 1773p 
34c 63z 1776p 
34c 62z 1779p 
34c 62z 1783p 
33c 58z 1785p 
32c 58z 1792p 
32c 58z 1794p 
31c 57z 1797p 
31c 57z 1800p 
31c 56z 1805p 
31c 54z 1808p 
31c 53z 1814p 
30c 53z 1818p 
30c 51z 1820p 
30c 50z 1826p 
30c 50z 1828p 
30c 50z 1832p 
30c 50z 1840p 
30c 50z 1841p 
29c 50z 1846p 
29c 50z 1850p 
28c 49z 1853p 
28c 49z 1859p 
28c 49z 1861p 
28c 48z 1865p 
28c 47z 1872p 
28c 45z 1874p 
28c 45z 1874p 
28c 45z 1874p 
28c 45z 1874p 
28c 45z 1891p 
28c 44z 1898p 
28c 40z 1900p 
28c 40z 1904p 
28c 40z 1911p 
28c 40z 1913p 
28c 40z 1916p 
28c 40z 1920p 
28c 40z 1925p 
28c 40z 1929p 
28c 39z 1934p 
28c 38z 1937p 
28c 38z 1942p 
28c 38z 1944p 
28c 38z 1951p 
28c 38z 1953p 
28c 38z 1956p 
28c 38z 1962p 
28c 38z 1965p 
28c 38z 1969p 
28c 38z 1971p 
27c 38z 1979p 
27c 38z 1981p 
27c 38z 1987p 
27c 38z 1990p 
27c 38z 1997p 
27c 38z 2001p 
27c 38z 2007p 
27c 38z 2009p 
27c 38z 2014p 
27c 37z 2018p 
27c 37z 2022p 
27c 37z 2025p 
27c 36z 2030p 
27c 36z 2033p 
26c 35z 2039p 
26c 35z 2042p 
26c 35z 2048p 
25c 35z 2051p 
25c 35z 2054p 
25c 35z 2059p 
25c 35z 2064p 
25c 35z 2068p 
25c 35z 2073p 
25c 35z 2078p 
25c 35z 2082p 
25c 34z 2087p 
25c 34z 2090p 
24c 34z 2094p 
24c 34z 2097p 
24c 34z 2099p 
24c 34z 2103p 
24c 34z 2110p 
24c 32z 2112p 
23c 32z 2116p 
23c 32z 2123p 
23c 32z 2126p 
23c 32z 2133p 
23c 32z 2135p 
23c 31z 2143p 
23c 31z 2143p 
23c 30z 2151p 
23c 30z 2154p 
23c 29z 2158p 
23c 29z 2165p 
22c 29z 2167p 
22c 29z 2174p 
21c 29z 2176p 
20c 28z 2182p 
20c 28z 2184p 
20c 26z 2186p 
20c 26z 2192p 
20c 26z 2195p 
20c 23z 2203p 
20c 23z 2206p 
20c 21z 2209p 
19c 20z 2216p 
19c 20z 2218p 
19c 20z 2225p 
19c 20z 2228p 
19c 20z 2235p 
19c 19z 2240p 
19c 19z 2244p 
18c 18z 2247p 
18c 17z 2254p 
18c 17z 2255p 
18c 17z 2262p 
17c 17z 2265p 
17c 17z 2268p 
17c 17z 2275p 
17c 17z 2279p 
17c 17z 2283p 
17c 17z 2289p 
17c 17z 2292p 
17c 17z 2295p 
17c 17z 2301p 
17c 17z 2302p 
17c 17z 2309p 
17c 17z 2312p 
17c 17z 2318p 
17c 17z 2321p 
17c 17z 2324p 
17c 17z 2328p 
17c 16z 2333p 
17c 16z 2341p 
17c 16z 2341p 
17c 16z 2348p 
17c 16z 2351p 
17c 16z 2357p 
17c 16z 2360p 
17c 16z 2364p 
17c 16z 2371p 
16c 16z 2374p 
16c 15z 2379p 
15c 15z 2381p 
15c 15z 2387p 
15c 15z 2388p 
15c 15z 2395p 
15c 15z 2398p 
15c 15z 2402p 
15c 15z 2409p 
15c 15z 2411p 
14c 14z 2418p 
14c 14z 2422p 
14c 14z 2425p 
14c 14z 2428p 
14c 14z 2434p 
14c 14z 2437p 
14c 14z 2442p 
14c 14z 2445p 
14c 14z 2449p 
14c 14z 2451p 
14c 14z 2457p 
14c 14z 2460p 
14c 14z 2464p 
14c 14z 2468p 
14c 14z 2475p 
14c 14z 2478p 
14c 14z 2483p 
14c 14z 2486p 
14c 14z 2489p 
14c 14z 2496p 
14c 14z 2499p 
14c 14z 2505p 
14c 14z 2508p 
14c 13z 2511p 
14c 13z 2513p 
14c 13z 2516p 
14c 13z 2520p 
14c 13z 2523p 
14c 13z 2531p 
14c 13z 2533p 
13c 13z 2540p 
13c 13z 2543p 
13c 12z 2546p 
13c 12z 2550p 
13c 12z 2555p 
13c 12z 2562p 
13c 12z 2564p 
13c 12z 2568p 
13c 12z 2575p 
13c 12z 2578p 
13c 12z 2584p 
13c 12z 2586p 
13c 12z 2592p 
13c 11z 2596p 
13c 10z 2600p 
13c 10z 2602p 
13c 10z 2606p 
13c 10z 2613p 
13c 10z 2617p 
13c 10z 2624p 
13c 10z 2627p 
13c 10z 2632p 
13c 10z 2635p 
13c 10z 2638p 
13c 10z 2641p 
13c 10z 2647p 
13c 10z 2651p 
13c 10z 2656p 
13c 10z 2663p 
13c 10z 2666p 
13c 10z 2668p 
13c 10z 2675p 
13c 10z 2678p 
13c 10z 2685p 
13c 10z 2688p 
13c 10z 2693p 
13c 9z 2696p 
13c 9z 2703p 
13c 9z 2706p 
13c 9z 2710p 
13c 9z 2717p 
13c 9z 2720p 
13c 9z 2723p 
13c 9z 2731p 
13c 9z 2735p 
13c 6z 2738p 
13c 6z 2742p 
13c 6z 2745p 
13c 6z 2753p 
13c 6z 2756p 
13c 6z 2760p 
13c 6z 2767p 
13c 6z 2770p 
13c 6z 2775p 
13c 6z 2780p 
13c 6z 2784p 
13c 6z 2784p 
13c 6z 2790p 
13c 6z 2794p 
13c 6z 2797p 
13c 6z 2803p 
13c 6z 2808p 
13c 6z 2812p 
13c 6z 2817p 
13c 6z 2824p 
13c 6z 2827p 
13c 6z 2831p 
13c 5z 2836p 
13c 5z 2840p 
13c 5z 2846p 
13c 5z 2849p 
13c 5z 2852p 
13c 5z 2856p 
13c 5z 2864p 
13c 5z 2867p 
13c 5z 2871p 
13c 5z 2875p 
13c 5z 2880p 
13c 5z 2887p 
13c 5z 2889p 
13c 5z 2893p 
13c 4z 2897p 
13c 4z 2903p 
13c 4z 2906p 
13c 4z 2911p 
13c 4z 2918p 
13c 4z 2922p 
13c 4z 2928p 
13c 4z 2932p 
13c 4z 2937p 
13c 4z 2942p 
13c 4z 2947p 
13c 4z 2951p 
13c 4z 2956p 
13c 4z 2961p 
13c 4z 2966p 
13c 4z 2971p 
13c 4z 2975p 
13c 4z 2980p 
13c 4z 2985p 
13c 4z 2989p 
13c 4z 2994p 
13c 4z 2999p 
13c 4z 3004p 
13c 4z 3009p 
13c 4z 3013p 
13c 4z 3018p 
13c 4z 3023p 
13c 4z 3028p 
13c 3z 3031p 
13c 3z 3036p 
13c 3z 3041p 
12c 3z 3046p 
12c 3z 3050p 
11c 2z 3055p 
11c 2z 3060p 
11c 2z 3065p 
11c 2z 3069p 
11c 2z 3074p 
11c 2z 3079p 
11c 2z 3084p 
11c 2z 3088p 
11c 2z 3093p 
11c 2z 3098p 
11c 2z 3103p 
11c 2z 3106p 
11c 2z 3111p 
11c 2z 3116p 
11c 1z 3120p 
11c 1z 3125p 
11c 1z 3129p 
11c 1z 3134p 
11c 1z 3139p 
11c 1z 3143p 
11c 1z 3147p 
